Class,Red,Green,Blue
Vegetation,69,69,51
Vegetation,69,71,51
Vegetation,70,72,52
Vegetation,71,72,52
Vegetation,72,71,51
Vegetation,74,73,51
Vegetation,75,76,52
Vegetation,77,80,53
Vegetation,77,82,54
Vegetation,78,84,56
Vegetation,79,86,56
Vegetation,80,86,56
Vegetation,80,86,56
Vegetation,80,86,55
Vegetation,80,86,53
Vegetation,77,81,52
Vegetation,73,75,50
Vegetation,70,68,49
Vegetation,68,66,48
Vegetation,69,68,47
Vegetation,70,69,49
Vegetation,55,57,52
Vegetation,54,57,51
Vegetation,54,56,51
Vegetation,54,56,50
Vegetation,55,56,49
Vegetation,55,55,48
Vegetation,56,58,47
Vegetation,56,59,46
Vegetation,56,57,47
Vegetation,56,54,47
Vegetation,55,52,48
Vegetation,53,51,48
Vegetation,52,50,47
Vegetation,52,51,46
Vegetation,52,53,46
Vegetation,53,52,46
Vegetation,53,52,47
Vegetation,54,55,47
Vegetation,55,56,47
Vegetation,57,56,47
Vegetation,58,61,47
Vegetation,60,64,48
Vegetation,61,65,50
Vegetation,63,66,51
Vegetation,64,68,53
Vegetation,66,68,52
Vegetation,67,68,52
Vegetation,66,67,51
Vegetation,66,66,51
Vegetation,65,67,50
Vegetation,63,67,49
Vegetation,62,66,49
Vegetation,60,62,49
Vegetation,59,59,48
Vegetation,60,60,49
Vegetation,60,61,49
Vegetation,61,62,48
Vegetation,61,61,48
Vegetation,60,61,48
Vegetation,60,60,48
Vegetation,60,60,48
Vegetation,58,60,48
Vegetation,57,58,47
Vegetation,56,54,46
Vegetation,55,55,45
Vegetation,55,54,45
Vegetation,54,54,45
Vegetation,54,54,46
Vegetation,53,54,47
Vegetation,53,53,46
Vegetation,52,53,46
Vegetation,53,53,45
Vegetation,54,54,45
Vegetation,55,54,46
Vegetation,56,55,46
Vegetation,56,56,47
Vegetation,57,57,47
Vegetation,58,58,47
Vegetation,60,62,47
Vegetation,63,66,49
Vegetation,66,71,51
Vegetation,67,75,53
Vegetation,68,77,54
Vegetation,69,76,53
Vegetation,69,74,52
Vegetation,67,70,51
Vegetation,66,66,50
Vegetation,65,62,49
Vegetation,64,63,48
Vegetation,63,62,48
Vegetation,62,59,48
Vegetation,62,60,48
Vegetation,62,62,48
Vegetation,62,65,48
Vegetation,61,66,49
Vegetation,61,64,50
Vegetation,60,62,50
Vegetation,60,59,49
Vegetation,60,60,48
Vegetation,60,62,48
Vegetation,61,62,48
Vegetation,62,63,49
Vegetation,65,66,50
Vegetation,67,67,50
Vegetation,69,68,50
Vegetation,70,72,51
Vegetation,70,74,51
Vegetation,70,74,52
Vegetation,71,75,52
Vegetation,72,77,53
Vegetation,74,76,53
Vegetation,75,75,52
Vegetation,77,76,52
Vegetation,79,78,53
Vegetation,81,82,54
Vegetation,82,87,55
Vegetation,83,91,56
Vegetation,84,89,55
Vegetation,84,89,55
Vegetation,84,90,55
Vegetation,83,89,54
Vegetation,83,86,53
Vegetation,78,85,52
Vegetation,74,82,51
Vegetation,70,74,50
Vegetation,70,71,49
Vegetation,72,73,48
Vegetation,74,75,49
Vegetation,53,56,50
Vegetation,53,56,50
Vegetation,54,57,49
Vegetation,54,57,48
Vegetation,55,57,47
Vegetation,56,60,46
Vegetation,56,61,46
Vegetation,57,57,46
Vegetation,57,54,47
Vegetation,55,52,47
Vegetation,54,51,47
Vegetation,52,49,47
Vegetation,52,50,47
Vegetation,52,51,47
Vegetation,52,50,47
Vegetation,52,50,47
Vegetation,53,53,47
Vegetation,54,54,47
Vegetation,55,55,47
Vegetation,56,58,47
Vegetation,58,61,48
Vegetation,59,61,50
Vegetation,61,63,51
Vegetation,63,67,53
Vegetation,66,68,53
Vegetation,68,69,52
Vegetation,67,69,52
Vegetation,67,70,52
Vegetation,66,70,51
Vegetation,65,68,50
Vegetation,63,64,49
Vegetation,61,60,49
Vegetation,60,58,49
Vegetation,61,62,50
Vegetation,61,63,50
Vegetation,62,64,49
Vegetation,62,63,49
Vegetation,61,63,49
Vegetation,61,61,49
Vegetation,60,60,49
Vegetation,59,60,48
Vegetation,58,58,47
Vegetation,58,55,46
Vegetation,57,56,45
Vegetation,56,56,45
Vegetation,55,54,46
Vegetation,54,54,46
Vegetation,53,54,47
Vegetation,53,53,46
Vegetation,53,54,46
Vegetation,53,55,45
Vegetation,54,55,46
Vegetation,55,55,46
Vegetation,56,57,46
Vegetation,56,58,47
Vegetation,57,58,47
Vegetation,59,59,47
Vegetation,61,62,47
Vegetation,65,67,49
Vegetation,67,71,51
Vegetation,68,76,53
Vegetation,68,79,54
Vegetation,69,77,53
Vegetation,69,74,52
Vegetation,68,72,51
Vegetation,68,69,51
Vegetation,67,67,50
Vegetation,66,67,50
Vegetation,65,66,49
Vegetation,64,62,49
Vegetation,63,63,48
Vegetation,63,64,48
Vegetation,63,65,48
Vegetation,62,64,49
Vegetation,61,63,49
Vegetation,60,61,49
Vegetation,59,60,49
Vegetation,60,61,48
Vegetation,60,63,48
Vegetation,61,63,48
Vegetation,62,65,49
Vegetation,66,69,49
Vegetation,69,70,50
Vegetation,73,72,50
Vegetation,72,77,51
Vegetation,72,79,52
Vegetation,72,78,53
Vegetation,73,80,53
Vegetation,74,82,54
Vegetation,76,79,54
Vegetation,77,77,53
Vegetation,79,78,53
Vegetation,81,81,53
Vegetation,83,84,54
Vegetation,84,89,55
Vegetation,84,93,56
Vegetation,85,90,55
Vegetation,85,89,55
Vegetation,84,91,54
Vegetation,83,88,54
Vegetation,82,84,53
Vegetation,78,84,52
Vegetation,75,81,51
Vegetation,71,73,50
Vegetation,71,72,49
Vegetation,73,75,48
Vegetation,75,78,49
Vegetation,53,55,49
Vegetation,54,57,48
Vegetation,54,57,48
Vegetation,55,58,47
Vegetation,56,59,46
Vegetation,56,59,46
Vegetation,57,57,46
Vegetation,57,54,46
Vegetation,56,53,47
Vegetation,54,50,47
Vegetation,53,48,47
Vegetation,53,49,47
Vegetation,52,50,47
Vegetation,52,49,47
Vegetation,52,49,47
Vegetation,52,51,47
Vegetation,53,53,47
Vegetation,53,54,47
Vegetation,54,56,47
Vegetation,56,58,48
Vegetation,57,60,50
Vegetation,59,63,51
Vegetation,63,67,53
Vegetation,67,69,53
Vegetation,70,71,53
Vegetation,69,73,53
Vegetation,68,73,52
Vegetation,67,71,51
Vegetation,65,67,50
Vegetation,63,63,49
Vegetation,62,61,49
Vegetation,61,62,50
Vegetation,62,66,51
Vegetation,62,67,51
Vegetation,63,67,50
Vegetation,63,66,50
Vegetation,62,65,49
Vegetation,62,63,49
Vegetation,61,62,49
Vegetation,61,63,49
Vegetation,60,61,48
Vegetation,60,59,47
Vegetation,58,59,46
Vegetation,56,58,45
Vegetation,55,56,46
Vegetation,54,55,46
Vegetation,53,54,46
Vegetation,53,54,46
Vegetation,53,55,46
Vegetation,54,57,46
Vegetation,54,57,46
Vegetation,55,57,46
Vegetation,56,59,46
Vegetation,56,61,47
Vegetation,57,60,47
Vegetation,59,60,47
Vegetation,62,63,47
Vegetation,66,67,48
Vegetation,69,70,50
Vegetation,69,77,52
Vegetation,69,80,53
Vegetation,69,76,53
Vegetation,69,74,52
Vegetation,69,74,51
Vegetation,69,72,51
Vegetation,69,71,51
Vegetation,67,70,51
Vegetation,66,68,50
Vegetation,65,63,50
Vegetation,64,63,49
Vegetation,63,64,48
Vegetation,62,63,49
Vegetation,62,62,49
Vegetation,61,61,49
Vegetation,60,60,49
Vegetation,59,58,49
Vegetation,60,61,48
Vegetation,61,63,48
Vegetation,62,63,49
Vegetation,64,65,49
Vegetation,66,69,49
Vegetation,69,71,50
Vegetation,71,74,51
Vegetation,71,76,51
Vegetation,72,78,52
Vegetation,72,78,53
Vegetation,73,80,54
Vegetation,75,81,56
Vegetation,76,79,55
Vegetation,77,78,54
Vegetation,78,80,54
Vegetation,79,83,54
Vegetation,79,86,55
Vegetation,80,87,55
Vegetation,80,88,56
Vegetation,81,86,55
Vegetation,81,86,54
Vegetation,80,87,54
Vegetation,80,84,53
Vegetation,79,81,53
Vegetation,76,79,52
Vegetation,74,74,52
Vegetation,72,68,51
Vegetation,72,70,50
Vegetation,73,77,49
Vegetation,75,79,50
Vegetation,76,81,50
Vegetation,54,56,48
Vegetation,54,57,47
Vegetation,55,58,47
Vegetation,56,60,47
Vegetation,56,60,46
Vegetation,57,58,46
Vegetation,57,55,47
Vegetation,56,54,47
Vegetation,55,52,47
Vegetation,53,50,47
Vegetation,53,51,47
Vegetation,52,51,47
Vegetation,52,50,47
Vegetation,51,50,47
Vegetation,51,51,47
Vegetation,51,52,47
Vegetation,51,54,47
Vegetation,52,56,47
Vegetation,54,58,48
Vegetation,55,60,50
Vegetation,58,63,51
Vegetation,62,68,53
Vegetation,67,72,53
Vegetation,71,75,53
Vegetation,70,77,53
Vegetation,69,76,52
Vegetation,68,70,51
Vegetation,66,66,50
Vegetation,65,62,49
Vegetation,63,62,50
Vegetation,62,65,51
Vegetation,63,69,51
Vegetation,64,70,51
Vegetation,65,69,51
Vegetation,64,68,50
Vegetation,63,67,49
Vegetation,63,66,50
Vegetation,62,65,50
Vegetation,62,65,51
Vegetation,61,63,49
Vegetation,60,62,48
Vegetation,59,60,46
Vegetation,57,58,46
Vegetation,55,55,46
Vegetation,54,54,46
Vegetation,54,54,46
Vegetation,53,54,46
Vegetation,53,55,46
Vegetation,53,56,46
Vegetation,54,56,46
Vegetation,54,56,46
Vegetation,55,57,46
Vegetation,56,59,46
Vegetation,57,57,46
Vegetation,59,58,46
Vegetation,62,61,46
Vegetation,65,65,48
Vegetation,68,68,50
Vegetation,69,73,52
Vegetation,70,75,53
Vegetation,71,73,52
Vegetation,71,73,52
Vegetation,71,74,52
Vegetation,70,74,52
Vegetation,70,73,52
Vegetation,68,70,52
Vegetation,66,67,52
Vegetation,63,63,51
Vegetation,62,62,50
Vegetation,62,62,49
Vegetation,61,61,49
Vegetation,61,60,49
Vegetation,60,59,49
Vegetation,60,58,49
Vegetation,59,56,49
Vegetation,61,60,49
Vegetation,62,63,49
Vegetation,65,63,49
Vegetation,66,65,49
Vegetation,67,68,49
Vegetation,68,71,50
Vegetation,69,74,51
Vegetation,70,75,52
Vegetation,71,77,53
Vegetation,73,78,54
Vegetation,74,80,55
Vegetation,75,81,56
Vegetation,77,80,55
Vegetation,77,81,55
Vegetation,77,84,54
Vegetation,76,85,54
Vegetation,76,84,54
Vegetation,76,83,55
Vegetation,77,82,55
Vegetation,78,83,54
Vegetation,78,83,54
Vegetation,77,85,54
Vegetation,76,82,53
Vegetation,76,79,53
Vegetation,75,75,52
Vegetation,74,72,52
Vegetation,73,71,51
Vegetation,73,76,51
Vegetation,74,83,50
Vegetation,74,82,50
Vegetation,75,79,51
Vegetation,54,57,47
Vegetation,55,58,47
Vegetation,56,61,47
Vegetation,57,62,47
Vegetation,58,58,47
Vegetation,57,56,47
Vegetation,56,55,47
Vegetation,55,53,47
Vegetation,54,51,47
Vegetation,53,52,47
Vegetation,53,52,47
Vegetation,52,51,47
Vegetation,52,51,47
Vegetation,52,52,47
Vegetation,52,53,47
Vegetation,52,54,47
Vegetation,53,55,47
Vegetation,55,57,48
Vegetation,56,58,50
Vegetation,59,62,51
Vegetation,63,69,52
Vegetation,68,74,53
Vegetation,71,78,53
Vegetation,70,77,53
Vegetation,68,73,52
Vegetation,67,68,51
Vegetation,66,65,50
Vegetation,65,63,49
Vegetation,64,62,50
Vegetation,64,64,51
Vegetation,65,68,52
Vegetation,65,69,52
Vegetation,66,69,51
Vegetation,66,69,50
Vegetation,66,68,50
Vegetation,65,68,50
Vegetation,65,67,51
Vegetation,63,67,52
Vegetation,62,66,50
Vegetation,60,65,49
Vegetation,59,61,47
Vegetation,57,57,46
Vegetation,55,54,46
Vegetation,55,53,46
Vegetation,54,54,45
Vegetation,54,54,46
Vegetation,53,54,46
Vegetation,53,55,47
Vegetation,53,55,46
Vegetation,54,54,46
Vegetation,55,56,46
Vegetation,56,57,46
Vegetation,58,56,46
Vegetation,60,58,46
Vegetation,62,61,46
Vegetation,64,64,48
Vegetation,66,67,50
Vegetation,68,71,52
Vegetation,70,73,53
Vegetation,73,73,53
Vegetation,73,75,53
Vegetation,72,77,53
Vegetation,72,76,52
Vegetation,71,74,52
Vegetation,68,71,52
Vegetation,65,67,51
Vegetation,62,63,50
Vegetation,61,62,49
Vegetation,61,61,49
Vegetation,60,60,48
Vegetation,60,60,48
Vegetation,60,59,48
Vegetation,60,59,49
Vegetation,60,60,49
Vegetation,62,65,49
Vegetation,65,67,50
Vegetation,67,66,50
Vegetation,68,67,50
Vegetation,67,69,49
Vegetation,67,70,50
Vegetation,67,72,51
Vegetation,69,73,52
Vegetation,71,75,53
Vegetation,73,78,54
Vegetation,74,81,55
Vegetation,76,84,56
Vegetation,77,83,55
Vegetation,77,85,54
Vegetation,76,89,54
Vegetation,74,87,53
Vegetation,72,81,53
Vegetation,73,78,53
Vegetation,73,77,54
Vegetation,74,80,54
Vegetation,74,82,54
Vegetation,74,84,55
Vegetation,74,81,54
Vegetation,73,77,53
Vegetation,73,73,52
Vegetation,73,72,51
Vegetation,73,76,51
Vegetation,74,81,51
Vegetation,74,88,52
Vegetation,74,82,51
Vegetation,74,78,51
Vegetation,55,57,48
Vegetation,56,59,48
Vegetation,57,59,48
Vegetation,57,56,48
Vegetation,57,55,48
Vegetation,56,54,48
Vegetation,55,53,47
Vegetation,55,51,47
Vegetation,54,51,46
Vegetation,53,51,46
Vegetation,53,51,47
Vegetation,53,52,47
Vegetation,53,52,47
Vegetation,54,53,47
Vegetation,54,54,47
Vegetation,55,55,48
Vegetation,56,56,48
Vegetation,57,57,50
Vegetation,60,62,51
Vegetation,64,71,52
Vegetation,68,76,52
Vegetation,71,79,53
Vegetation,69,76,53
Vegetation,68,72,52
Vegetation,67,67,51
Vegetation,66,66,50
Vegetation,66,64,49
Vegetation,66,63,50
Vegetation,66,65,51
Vegetation,66,68,53
Vegetation,67,69,52
Vegetation,67,70,52
Vegetation,67,70,52
Vegetation,67,70,51
Vegetation,67,70,52
Vegetation,66,69,52
Vegetation,65,69,52
Vegetation,62,67,51
Vegetation,61,63,49
Vegetation,59,60,48
Vegetation,57,57,47
Vegetation,56,55,46
Vegetation,55,55,46
Vegetation,55,56,46
Vegetation,54,55,46
Vegetation,54,54,47
Vegetation,53,55,47
Vegetation,53,55,47
Vegetation,53,55,46
Vegetation,54,56,46
Vegetation,56,57,46
Vegetation,58,57,46
Vegetation,60,59,47
Vegetation,61,62,47
Vegetation,63,66,48
Vegetation,65,69,50
Vegetation,68,72,52
Vegetation,71,75,53
Vegetation,74,76,53
Vegetation,75,79,53
Vegetation,74,82,53
Vegetation,73,78,53
Vegetation,72,74,52
Vegetation,68,72,51
Vegetation,65,68,50
Vegetation,61,63,49
Vegetation,60,61,49
Vegetation,60,60,49
Vegetation,59,60,48
Vegetation,59,60,48
Vegetation,59,59,48
Vegetation,59,62,48
Vegetation,60,65,49
Vegetation,62,68,50
Vegetation,65,69,51
Vegetation,68,67,50
Vegetation,68,67,50
Vegetation,67,68,50
Vegetation,66,69,50
Vegetation,66,70,51
Vegetation,68,72,52
Vegetation,71,75,53
Vegetation,73,78,54
Vegetation,75,81,55
Vegetation,77,83,56
Vegetation,78,84,55
Vegetation,79,85,54
Vegetation,76,86,54
Vegetation,74,81,53
Vegetation,72,74,53
Vegetation,73,75,52
Vegetation,74,77,52
Vegetation,75,81,53
Vegetation,76,83,54
Vegetation,75,83,55
Vegetation,74,79,54
Vegetation,73,76,53
Vegetation,73,74,52
Vegetation,74,75,51
Vegetation,74,79,52
Vegetation,74,82,53
Vegetation,74,84,53
Vegetation,73,80,53
Vegetation,73,77,52
Vegetation,72,74,51
Vegetation,56,57,49
Vegetation,57,57,49
Vegetation,57,55,49
Vegetation,57,55,48
Vegetation,57,54,48
Vegetation,56,53,47
Vegetation,55,51,47
Vegetation,55,52,46
Vegetation,54,52,46
Vegetation,54,52,46
Vegetation,54,52,47
Vegetation,55,53,47
Vegetation,55,54,48
Vegetation,56,55,48
Vegetation,57,55,48
Vegetation,58,57,49
Vegetation,59,59,50
Vegetation,61,66,51
Vegetation,65,74,52
Vegetation,69,75,52
Vegetation,71,76,52
Vegetation,69,75,51
Vegetation,68,72,51
Vegetation,67,69,51
Vegetation,67,68,50
Vegetation,67,66,50
Vegetation,67,65,51
Vegetation,68,66,51
Vegetation,68,69,52
Vegetation,68,70,52
Vegetation,68,71,53
Vegetation,68,72,53
Vegetation,69,72,53
Vegetation,69,72,53
Vegetation,68,71,53
Vegetation,66,71,53
Vegetation,63,67,51
Vegetation,61,62,50
Vegetation,59,59,48
Vegetation,58,57,47
Vegetation,57,56,47
Vegetation,56,57,46
Vegetation,55,57,46
Vegetation,55,55,47
Vegetation,54,54,47
Vegetation,54,55,47
Vegetation,53,55,47
Vegetation,52,55,47
Vegetation,55,56,47
Vegetation,57,57,47
Vegetation,59,58,47
Vegetation,61,60,47
Vegetation,62,64,48
Vegetation,64,68,49
Vegetation,66,73,51
Vegetation,69,75,52
Vegetation,72,77,53
Vegetation,76,80,54
Vegetation,75,81,54
Vegetation,73,81,54
Vegetation,71,76,53
Vegetation,69,72,51
Vegetation,67,70,49
Vegetation,64,66,49
Vegetation,62,61,48
Vegetation,61,60,49
Vegetation,60,60,49
Vegetation,59,60,48
Vegetation,59,60,48
Vegetation,59,62,48
Vegetation,59,66,49
Vegetation,60,69,50
Vegetation,62,70,51
Vegetation,65,69,52
Vegetation,67,67,51
Vegetation,68,67,50
Vegetation,67,67,50
Vegetation,66,67,50
Vegetation,67,68,51
Vegetation,68,71,52
Vegetation,70,75,53
Vegetation,72,79,54
Vegetation,75,80,55
Vegetation,78,82,56
Vegetation,80,83,55
Vegetation,80,83,54
Vegetation,78,80,54
Vegetation,75,74,53
Vegetation,73,68,52
Vegetation,74,73,52
Vegetation,75,78,52
Vegetation,77,82,53
Vegetation,77,83,54
Vegetation,76,83,56
Vegetation,74,79,54
Vegetation,73,75,53
Vegetation,74,76,52
Vegetation,74,77,51
Vegetation,76,81,52
Vegetation,75,82,53
Vegetation,74,82,54
Vegetation,73,79,53
Vegetation,72,76,52
Vegetation,72,73,51
Vegetation,57,58,49
Vegetation,57,57,48
Vegetation,57,56,48
Vegetation,57,56,47
Vegetation,56,54,47
Vegetation,56,53,47
Vegetation,56,53,46
Vegetation,55,53,46
Vegetation,55,53,47
Vegetation,55,53,47
Vegetation,56,54,48
Vegetation,57,56,48
Vegetation,58,57,48
Vegetation,59,57,49
Vegetation,59,58,49
Vegetation,60,61,50
Vegetation,62,67,51
Vegetation,65,73,52
Vegetation,68,73,51
Vegetation,70,72,51
Vegetation,69,73,50
Vegetation,68,73,50
Vegetation,68,71,51
Vegetation,68,69,51
Vegetation,68,68,51
Vegetation,69,66,51
Vegetation,69,66,51
Vegetation,69,69,51
Vegetation,70,71,52
Vegetation,70,72,54
Vegetation,70,73,55
Vegetation,70,73,55
Vegetation,71,72,55
Vegetation,69,71,54
Vegetation,68,70,53
Vegetation,66,64,52
Vegetation,64,60,50
Vegetation,62,60,48
Vegetation,60,59,47
Vegetation,59,58,47
Vegetation,58,57,47
Vegetation,57,57,47
Vegetation,56,54,47
Vegetation,55,53,47
Vegetation,54,55,48
Vegetation,53,55,47
Vegetation,53,54,47
Vegetation,56,56,47
Vegetation,58,57,47
Vegetation,61,57,48
Vegetation,63,61,48
Vegetation,65,66,49
Vegetation,67,71,50
Vegetation,69,76,51
Vegetation,71,78,53
Vegetation,74,81,54
Vegetation,77,83,54
Vegetation,75,82,55
Vegetation,72,80,55
Vegetation,69,75,53
Vegetation,66,71,51
Vegetation,65,68,49
Vegetation,63,65,48
Vegetation,63,60,48
Vegetation,61,60,48
Vegetation,60,61,49
Vegetation,59,60,48
Vegetation,59,61,48
Vegetation,59,63,48
Vegetation,60,67,49
Vegetation,60,70,50
Vegetation,62,70,51
Vegetation,64,70,52
Vegetation,67,68,51
Vegetation,67,67,51
Vegetation,67,67,50
Vegetation,67,67,51
Vegetation,67,68,51
Vegetation,69,71,52
Vegetation,71,74,53
Vegetation,72,77,54
Vegetation,75,79,55
Vegetation,78,81,56
Vegetation,81,82,55
Vegetation,82,82,54
Vegetation,79,78,53
Vegetation,76,75,53
Vegetation,74,71,53
Vegetation,75,75,52
Vegetation,77,78,52
Vegetation,79,81,53
Vegetation,79,84,54
Vegetation,77,87,54
Vegetation,74,81,53
Vegetation,73,76,53
Vegetation,74,76,52
Vegetation,75,77,52
Vegetation,77,80,53
Vegetation,76,81,53
Vegetation,74,82,53
Vegetation,72,78,53
Vegetation,71,75,53
Vegetation,72,72,52
Vegetation,58,58,48
Vegetation,58,57,47
Vegetation,57,56,47
Vegetation,57,55,47
Vegetation,57,53,47
Vegetation,56,53,46
Vegetation,56,54,46
Vegetation,55,53,47
Vegetation,55,54,48
Vegetation,56,56,48
Vegetation,57,58,48
Vegetation,59,59,49
Vegetation,59,59,49
Vegetation,60,60,50
Vegetation,60,61,50
Vegetation,62,65,51
Vegetation,65,68,52
Vegetation,66,68,51
Vegetation,68,69,50
Vegetation,69,72,49
Vegetation,69,73,49
Vegetation,70,73,50
Vegetation,70,71,51
Vegetation,70,69,52
Vegetation,69,66,52
Vegetation,70,66,51
Vegetation,70,69,51
Vegetation,71,72,52
Vegetation,72,74,54
Vegetation,72,75,56
Vegetation,72,75,57
Vegetation,71,73,56
Vegetation,71,71,55
Vegetation,69,69,54
Vegetation,68,64,52
Vegetation,67,61,51
Vegetation,65,63,49
Vegetation,63,63,48
Vegetation,61,60,47
Vegetation,60,59,47
Vegetation,58,57,47
Vegetation,57,55,47
Vegetation,56,55,47
Vegetation,55,57,48
Vegetation,54,56,48
Vegetation,53,55,47
Vegetation,57,57,48
Vegetation,60,59,48
Vegetation,63,60,49
Vegetation,66,65,49
Vegetation,67,71,50
Vegetation,69,75,51
Vegetation,71,78,52
Vegetation,73,81,53
Vegetation,76,82,54
Vegetation,78,83,54
Vegetation,75,82,55
Vegetation,71,81,55
Vegetation,66,75,53
Vegetation,63,70,51
Vegetation,63,68,50
Vegetation,63,66,49
Vegetation,64,63,49
Vegetation,62,63,49
Vegetation,61,63,49
Vegetation,59,62,48
Vegetation,59,62,47
Vegetation,59,63,47
Vegetation,60,66,48
Vegetation,60,68,49
Vegetation,62,70,51
Vegetation,64,71,51
Vegetation,66,68,51
Vegetation,66,67,51
Vegetation,67,67,51
Vegetation,67,68,51
Vegetation,68,69,51
Vegetation,69,72,52
Vegetation,71,73,53
Vegetation,72,74,54
Vegetation,76,77,55
Vegetation,79,80,56
Vegetation,83,83,55
Vegetation,84,82,54
Vegetation,81,78,53
Vegetation,78,76,53
Vegetation,75,73,53
Vegetation,77,76,53
Vegetation,78,78,53
Vegetation,80,80,53
Vegetation,78,82,53
Vegetation,76,84,53
Vegetation,74,78,53
Vegetation,72,73,53
Vegetation,73,74,53
Vegetation,74,76,53
Vegetation,75,79,53
Vegetation,74,80,53
Vegetation,73,80,53
Vegetation,73,77,53
Vegetation,73,74,53
Vegetation,73,73,53
Vegetation,73,74,54
Vegetation,59,58,47
Vegetation,58,57,47
Vegetation,58,55,47
Vegetation,57,54,47
Vegetation,57,55,47
Vegetation,56,55,47
Vegetation,56,54,47
Vegetation,56,55,48
Vegetation,57,57,49
Vegetation,58,59,49
Vegetation,59,61,49
Vegetation,60,62,49
Vegetation,61,62,50
Vegetation,61,62,50
Vegetation,62,63,51
Vegetation,63,66,51
Vegetation,65,66,51
Vegetation,66,69,50
Vegetation,68,74,50
Vegetation,70,76,50
Vegetation,72,75,51
Vegetation,72,75,52
Vegetation,71,74,53
Vegetation,70,70,52
Vegetation,70,69,52
Vegetation,72,71,52
Vegetation,73,73,53
Vegetation,74,76,54
Vegetation,73,79,56
Vegetation,73,79,57
Vegetation,72,75,56
Vegetation,72,72,56
Vegetation,71,70,55
Vegetation,70,68,53
Vegetation,69,67,51
Vegetation,68,69,50
Vegetation,66,68,49
Vegetation,64,63,48
Vegetation,62,61,47
Vegetation,60,59,47
Vegetation,58,58,47
Vegetation,57,58,47
Vegetation,55,59,48
Vegetation,55,59,48
Vegetation,54,57,48
Vegetation,58,59,48
Vegetation,61,61,49
Vegetation,65,65,50
Vegetation,67,69,51
Vegetation,69,74,51
Vegetation,71,77,52
Vegetation,73,80,53
Vegetation,75,82,54
Vegetation,77,83,54
Vegetation,79,82,54
Vegetation,75,81,54
Vegetation,70,80,54
Vegetation,66,72,53
Vegetation,63,68,52
Vegetation,63,67,51
Vegetation,65,66,50
Vegetation,65,65,50
Vegetation,63,65,49
Vegetation,61,64,49
Vegetation,59,61,48
Vegetation,59,61,47
Vegetation,59,63,46
Vegetation,60,65,47
Vegetation,61,66,49
Vegetation,62,68,50
Vegetation,65,69,51
Vegetation,67,67,51
Vegetation,67,67,51
Vegetation,67,67,51
Vegetation,67,69,51
Vegetation,67,70,51
Vegetation,70,71,52
Vegetation,73,71,53
Vegetation,75,71,54
Vegetation,78,76,55
Vegetation,81,83,56
Vegetation,84,88,55
Vegetation,84,88,54
Vegetation,82,82,53
Vegetation,80,77,54
Vegetation,78,73,54
Vegetation,78,77,54
Vegetation,79,78,54
Vegetation,79,78,53
Vegetation,77,77,52
Vegetation,75,77,51
Vegetation,72,72,52
Vegetation,71,69,53
Vegetation,71,72,54
Vegetation,72,75,54
Vegetation,72,79,53
Vegetation,72,78,53
Vegetation,73,77,53
Vegetation,73,75,53
